Date,Time,Temperature,Humidity,WindSpeed,Hour,Day,Energy
2016-01-11,17:00:00,6.6,92.0,7.0,17,Monday,60
2016-01-11,17:10:00,6.48333333333333,92.0,6.66666666666667,17,Monday,60
2016-01-11,17:20:00,6.36666666666667,92.0,6.3333333333333295,17,Monday,50
2016-01-11,17:30:00,6.25,92.0,6.0,17,Monday,50
2016-01-11,17:40:00,6.133333333333329,92.0,5.66666666666667,17,Monday,60
2016-01-11,17:50:00,6.01666666666667,92.0,5.3333333333333295,17,Monday,50
2016-01-11,18:00:00,5.9,92.0,5.0,18,Monday,60
2016-01-11,18:10:00,5.91666666666667,91.8333333333333,5.16666666666667,18,Monday,60
2016-01-11,18:20:00,5.93333333333333,91.6666666666667,5.3333333333333295,18,Monday,60
2016-01-11,18:30:00,5.95,91.5,5.5,18,Monday,70
2016-01-11,18:40:00,5.96666666666667,91.3333333333333,5.66666666666667,18,Monday,230
2016-01-11,18:50:00,5.98333333333333,91.1666666666667,5.8333333333333295,18,Monday,580
2016-01-11,19:00:00,6.0,91.0,6.0,19,Monday,430
2016-01-11,19:10:00,6.0,90.5,6.0,19,Monday,250
2016-01-11,19:20:00,6.0,90.0,6.0,19,Monday,100
2016-01-11,19:30:00,6.0,89.5,6.0,19,Monday,100
2016-01-11,19:40:00,6.0,89.0,6.0,19,Monday,90
2016-01-11,19:50:00,6.0,88.5,6.0,19,Monday,70
2016-01-11,20:00:00,6.0,88.0,6.0,20,Monday,80
2016-01-11,20:10:00,6.0,87.8333333333333,6.0,20,Monday,140
2016-01-11,20:20:00,6.0,87.6666666666667,6.0,20,Monday,120
2016-01-11,20:30:00,6.0,87.5,6.0,20,Monday,190
2016-01-11,20:40:00,6.0,87.3333333333333,6.0,20,Monday,110
2016-01-11,20:50:00,6.0,87.1666666666667,6.0,20,Monday,110
2016-01-11,21:00:00,6.0,87.0,6.0,21,Monday,110
2016-01-11,21:10:00,5.93333333333333,87.1666666666667,6.0,21,Monday,110
2016-01-11,21:20:00,5.86666666666667,87.3333333333333,6.0,21,Monday,100
2016-01-11,21:30:00,5.8,87.5,6.0,21,Monday,100
2016-01-11,21:40:00,5.73333333333333,87.6666666666667,6.0,21,Monday,100
2016-01-11,21:50:00,5.66666666666667,87.8333333333333,6.0,21,Monday,100
2016-01-11,22:00:00,5.6,88.0,6.0,22,Monday,110
2016-01-11,22:10:00,5.65,87.8333333333333,6.16666666666667,22,Monday,400
2016-01-11,22:20:00,5.7,87.6666666666667,6.3333333333333295,22,Monday,400
2016-01-11,22:30:00,5.75,87.5,6.5,22,Monday,390
2016-01-11,22:40:00,5.8,87.3333333333333,6.66666666666667,22,Monday,240
2016-01-11,22:50:00,5.85,87.1666666666667,6.8333333333333295,22,Monday,60
2016-01-11,23:00:00,5.9,87.0,7.0,23,Monday,60
2016-01-11,23:10:00,5.8,87.8333333333333,6.8333333333333295,23,Monday,60
2016-01-11,23:20:00,5.7,88.6666666666667,6.66666666666667,23,Monday,50
2016-01-11,23:30:00,5.6,89.5,6.5,23,Monday,70
2016-01-11,23:40:00,5.5,90.3333333333333,6.3333333333333295,23,Monday,60
2016-01-11,23:50:00,5.4,91.1666666666667,6.16666666666667,23,Monday,40
2016-01-12,00:00:00,5.3,92.0,6.0,0,Tuesday,40
2016-01-12,00:10:00,5.26666666666667,92.0,6.0,0,Tuesday,30
2016-01-12,00:20:00,5.23333333333333,92.0,6.0,0,Tuesday,40
2016-01-12,00:30:00,5.2,92.0,6.0,0,Tuesday,50
2016-01-12,00:40:00,5.16666666666667,92.0,6.0,0,Tuesday,310
2016-01-12,00:50:00,5.133333333333329,92.0,6.0,0,Tuesday,380
2016-01-12,01:00:00,5.1,92.0,6.0,1,Tuesday,380
2016-01-12,01:10:00,5.11666666666667,92.0,5.8333333333333295,1,Tuesday,370
2016-01-12,01:20:00,5.133333333333329,92.0,5.66666666666667,1,Tuesday,120
2016-01-12,01:30:00,5.15,92.0,5.5,1,Tuesday,50
2016-01-12,01:40:00,5.16666666666667,92.0,5.3333333333333295,1,Tuesday,40
2016-01-12,01:50:00,5.18333333333333,92.0,5.16666666666667,1,Tuesday,50
2016-01-12,02:00:00,5.2,92.0,5.0,2,Tuesday,40
2016-01-12,02:10:00,5.133333333333329,92.0,4.8333333333333295,2,Tuesday,50
2016-01-12,02:20:00,5.06666666666667,92.0,4.66666666666667,2,Tuesday,50
2016-01-12,02:30:00,5.0,92.0,4.5,2,Tuesday,50
2016-01-12,02:40:00,4.93333333333333,92.0,4.3333333333333295,2,Tuesday,40
2016-01-12,02:50:00,4.86666666666667,92.0,4.16666666666667,2,Tuesday,40
2016-01-12,03:00:00,4.8,92.0,4.0,3,Tuesday,30
2016-01-12,03:10:00,4.81666666666667,92.1666666666667,4.3333333333333295,3,Tuesday,20
2016-01-12,03:20:00,4.8333333333333295,92.3333333333333,4.66666666666667,3,Tuesday,20
2016-01-12,03:30:00,4.85,92.5,5.0,3,Tuesday,40
2016-01-12,03:40:00,4.86666666666667,92.6666666666667,5.3333333333333295,3,Tuesday,50
2016-01-12,03:50:00,4.883333333333329,92.8333333333333,5.66666666666667,3,Tuesday,50
2016-01-12,04:00:00,4.9,93.0,6.0,4,Tuesday,40
2016-01-12,04:10:00,4.91666666666667,92.6666666666667,5.8333333333333295,4,Tuesday,50
2016-01-12,04:20:00,4.93333333333333,92.3333333333333,5.66666666666667,4,Tuesday,40
2016-01-12,04:30:00,4.95,92.0,5.5,4,Tuesday,40
2016-01-12,04:40:00,4.96666666666667,91.6666666666667,5.3333333333333295,4,Tuesday,40
2016-01-12,04:50:00,4.98333333333333,91.3333333333333,5.16666666666667,4,Tuesday,60
2016-01-12,05:00:00,5.0,91.0,5.0,5,Tuesday,50
2016-01-12,05:10:00,4.98333333333333,91.6666666666667,4.8333333333333295,5,Tuesday,50
2016-01-12,05:20:00,4.96666666666667,92.3333333333333,4.66666666666667,5,Tuesday,40
2016-01-12,05:30:00,4.95,93.0,4.5,5,Tuesday,40
2016-01-12,05:40:00,4.93333333333333,93.6666666666667,4.3333333333333295,5,Tuesday,40
2016-01-12,05:50:00,4.91666666666667,94.3333333333333,4.16666666666667,5,Tuesday,40
2016-01-12,06:00:00,4.9,95.0,4.0,6,Tuesday,50
2016-01-12,06:10:00,4.93333333333333,94.6666666666667,4.16666666666667,6,Tuesday,70
2016-01-12,06:20:00,4.96666666666667,94.3333333333333,4.3333333333333295,6,Tuesday,40
2016-01-12,06:30:00,5.0,94.0,4.5,6,Tuesday,30
2016-01-12,06:40:00,5.03333333333333,93.6666666666667,4.66666666666667,6,Tuesday,20
2016-01-12,06:50:00,5.06666666666667,93.3333333333333,4.8333333333333295,6,Tuesday,30
2016-01-12,07:00:00,5.1,93.0,5.0,7,Tuesday,40
2016-01-12,07:10:00,5.1,92.6666666666667,5.0,7,Tuesday,50
2016-01-12,07:20:00,5.1,92.3333333333333,5.0,7,Tuesday,60
2016-01-12,07:30:00,5.1,92.0,5.0,7,Tuesday,60
2016-01-12,07:40:00,5.1,91.6666666666667,5.0,7,Tuesday,70
2016-01-12,07:50:00,5.1,91.3333333333333,5.0,7,Tuesday,60
2016-01-12,08:00:00,5.1,91.0,5.0,8,Tuesday,140
2016-01-12,08:10:00,5.05,91.0,5.0,8,Tuesday,110
2016-01-12,08:20:00,5.0,91.0,5.0,8,Tuesday,90
2016-01-12,08:30:00,4.95,91.0,5.0,8,Tuesday,60
2016-01-12,08:40:00,4.9,91.0,5.0,8,Tuesday,60
2016-01-12,08:50:00,4.85,91.0,5.0,8,Tuesday,60
2016-01-12,09:00:00,4.8,91.0,5.0,9,Tuesday,50
2016-01-12,09:10:00,4.883333333333329,91.0,5.0,9,Tuesday,60
2016-01-12,09:20:00,4.96666666666667,91.0,5.0,9,Tuesday,50
2016-01-12,09:30:00,5.05,91.0,5.0,9,Tuesday,30
2016-01-12,09:40:00,5.133333333333329,91.0,5.0,9,Tuesday,40
2016-01-12,09:50:00,5.21666666666667,91.0,5.0,9,Tuesday,30
2016-01-12,10:00:00,5.3,91.0,5.0,10,Tuesday,260
2016-01-12,10:10:00,5.48333333333333,90.1666666666667,5.0,10,Tuesday,500
2016-01-12,10:20:00,5.66666666666667,89.3333333333333,5.0,10,Tuesday,450
2016-01-12,10:30:00,5.85,88.5,5.0,10,Tuesday,50
2016-01-12,10:40:00,6.03333333333333,87.6666666666667,5.0,10,Tuesday,60
2016-01-12,10:50:00,6.21666666666667,86.8333333333333,5.0,10,Tuesday,60
2016-01-12,11:00:00,6.4,86.0,5.0,11,Tuesday,50
2016-01-12,11:10:00,6.5,85.1666666666667,5.3333333333333295,11,Tuesday,50
2016-01-12,11:20:00,6.6,84.3333333333333,5.66666666666667,11,Tuesday,50
2016-01-12,11:30:00,6.7,83.5,6.0,11,Tuesday,60
2016-01-12,11:40:00,6.8,82.6666666666667,6.3333333333333295,11,Tuesday,60
2016-01-12,11:50:00,6.9,81.8333333333333,6.66666666666667,11,Tuesday,60
2016-01-12,12:00:00,7.0,81.0,7.0,12,Tuesday,60
2016-01-12,12:10:00,7.0833333333333295,80.6666666666667,7.0,12,Tuesday,190
2016-01-12,12:20:00,7.16666666666667,80.3333333333333,7.0,12,Tuesday,220
2016-01-12,12:30:00,7.25,80.0,7.0,12,Tuesday,170
2016-01-12,12:40:00,7.3333333333333295,79.6666666666667,7.0,12,Tuesday,390
2016-01-12,12:50:00,7.416666666666669,79.3333333333333,7.0,12,Tuesday,90
2016-01-12,13:00:00,7.5,79.0,7.0,13,Tuesday,60
2016-01-12,13:10:00,7.416666666666669,79.3333333333333,7.16666666666667,13,Tuesday,290
2016-01-12,13:20:00,7.3333333333333295,79.6666666666667,7.3333333333333295,13,Tuesday,130
2016-01-12,13:30:00,7.25,80.0,7.5,13,Tuesday,140
2016-01-12,13:40:00,7.16666666666667,80.3333333333333,7.666666666666669,13,Tuesday,240
2016-01-12,13:50:00,7.0833333333333295,80.6666666666667,7.8333333333333295,13,Tuesday,50
2016-01-12,14:00:00,7.0,81.0,8.0,14,Tuesday,60
2016-01-12,14:10:00,6.98333333333333,80.1666666666667,7.5,14,Tuesday,60
2016-01-12,14:20:00,6.96666666666667,79.3333333333333,7.0,14,Tuesday,60
2016-01-12,14:30:00,6.95,78.5,6.5,14,Tuesday,370
2016-01-12,14:40:00,6.93333333333333,77.6666666666667,6.0,14,Tuesday,200
2016-01-12,14:50:00,6.91666666666667,76.8333333333333,5.5,14,Tuesday,70
2016-01-12,15:00:00,6.9,76.0,5.0,15,Tuesday,50
2016-01-12,15:10:00,6.8,77.0,4.8333333333333295,15,Tuesday,40
2016-01-12,15:20:00,6.7,78.0,4.66666666666667,15,Tuesday,40
2016-01-12,15:30:00,6.6,79.0,4.5,15,Tuesday,30
2016-01-12,15:40:00,6.5,80.0,4.3333333333333295,15,Tuesday,30
2016-01-12,15:50:00,6.4,81.0,4.16666666666667,15,Tuesday,30
